user_id,gender,age,country,subscription_type,listening_time,songs_played_per_day,skip_rate,device_type,ads_listened_per_week,offline_listening,is_churned
48.0,Male,58.0,US,Family,26.0,23.0,0.08,Mobile,0.0,1.0,0
49.0,Other,59.0,US,Family,238.0,60.0,0.29,Desktop,0.0,1.0,0
50.0,Male,50.0,PK,Free,241.0,7.0,0.56,Desktop,22.0,0.0,1
51.0,Female,45.0,CA,Premium,124.0,98.0,0.36,Desktop,0.0,1.0,0
52.0,Other,56.0,FR,Premium,175.0,67.0,0.38,Web,0.0,1.0,0
53.0,Female,38.0,AU,Free,41.0,3.0,0.0,Desktop,43.0,0.0,1
54.0,Male,57.0,DE,Free,222.0,96.0,0.26,Web,15.0,0.0,0
55.0,Female,46.0,UK,Family,121.0,71.0,0.32,Desktop,0.0,1.0,0
56.0,Female,41.0,IN,Family,277.0,2.0,0.59,Web,0.0,1.0,0
57.0,Other,19.0,IN,Free,107.0,82.0,0.11,Desktop,12.0,0.0,1
58.0,Male,48.0,FR,Student,198.0,63.0,0.23,Desktop,0.0,1.0,0
59.0,Other,22.0,DE,Free,59.0,51.0,0.42,Desktop,19.0,0.0,0
60.0,Other,17.0,IN,Student,95.0,79.0,0.53,Web,0.0,1.0,1
61.0,Female,25.0,UK,Premium,262.0,23.0,0.17,Web,0.0,1.0,0
62.0,Other,49.0,PK,Student,169.0,26.0,0.56,Mobile,0.0,1.0,0
63.0,Other,59.0,IN,Free,25.0,32.0,0.2,Mobile,38.0,0.0,0
64.0,Female,45.0,CA,Family,55.0,67.0,0.51,Mobile,0.0,1.0,1
65.0,Male,45.0,IN,Student,161.0,42.0,0.4,Desktop,0.0,1.0,1
66.0,Other,21.0,FR,Family,77.0,42.0,0.56,Web,0.0,1.0,0
67.0,Male,45.0,DE,Free,152.0,32.0,0.49,Mobile,14.0,0.0,1
68.0,Female,45.0,UK,Free,156.0,51.0,0.14,Desktop,18.0,0.0,0
69.0,Other,22.0,AU,Student,99.0,43.0,0.17,Desktop,0.0,1.0,0
70.0,Female,56.0,US,Free,181.0,40.0,0.21,Mobile,10.0,0.0,0
71.0,Other,51.0,AU,Student,265.0,81.0,0.36,Web,0.0,1.0,0
72.0,Female,22.0,AU,Family,131.0,70.0,0.35,Web,0.0,1.0,0
73.0,Other,33.0,CA,Student,19.0,68.0,0.32,Desktop,0.0,1.0,1
74.0,Other,59.0,AU,Family,201.0,15.0,0.05,Mobile,0.0,1.0,0
75.0,Male,41.0,DE,Family,223.0,53.0,0.33,Web,0.0,1.0,0
76.0,Male,25.0,UK,Premium,111.0,83.0,0.19,Desktop,0.0,1.0,0
77.0,Male,41.0,FR,Family,81.0,6.0,0.47,Mobile,0.0,1.0,0
78.0,Other,30.0,FR,Family,124.0,73.0,0.43,Mobile,0.0,1.0,0
79.0,Male,23.0,US,Free,13.0,30.0,0.24,Mobile,32.0,0.0,0
80.0,Female,47.0,PK,Premium,31.0,72.0,0.53,Desktop,0.0,1.0,1
81.0,Male,34.0,AU,Premium,277.0,87.0,0.3,Web,0.0,1.0,0
82.0,Other,45.0,FR,Student,181.0,69.0,0.59,Web,0.0,1.0,0
83.0,Other,32.0,PK,Free,167.0,4.0,0.56,Mobile,35.0,0.0,0
84.0,Other,51.0,CA,Free,105.0,11.0,0.03,Web,29.0,0.0,0
85.0,Other,21.0,FR,Student,202.0,79.0,0.45,Desktop,0.0,1.0,0
86.0,Female,20.0,IN,Family,284.0,38.0,0.23,Web,0.0,1.0,0
87.0,Male,21.0,US,Premium,125.0,82.0,0.43,Web,0.0,1.0,0
88.0,Female,44.0,UK,Free,237.0,36.0,0.37,Web,20.0,0.0,0
89.0,Other,50.0,PK,Family,99.0,15.0,0.15,Mobile,0.0,1.0,0
90.0,Other,52.0,DE,Student,224.0,49.0,0.38,Desktop,0.0,1.0,0
91.0,Male,43.0,UK,Free,195.0,80.0,0.17,Web,28.0,0.0,0
92.0,Female,41.0,PK,Premium,173.0,85.0,0.22,Web,0.0,1.0,0
93.0,Female,57.0,IN,Family,210.0,7.0,0.25,Web,0.0,1.0,0
94.0,Other,50.0,UK,Free,85.0,7.0,0.45,Desktop,44.0,0.0,0
95.0,Female,35.0,FR,Family,93.0,1.0,0.4,Mobile,0.0,1.0,0
96.0,Other,51.0,IN,Student,222.0,97.0,0.03,Desktop,0.0,1.0,1
97.0,Male,34.0,CA,Premium,196.0,69.0,0.07,Web,0.0,1.0,0
98.0,Female,47.0,US,Family,215.0,13.0,0.02,Mobile,0.0,1.0,1
99.0,Male,19.0,PK,Family,22.0,45.0,0.29,Web,0.0,1.0,1
100.0,Female,30.0,UK,Student,283.0,13.0,0.02,Desktop,0.0,1.0,0
101.0,Female,27.0,FR,Free,40.0,15.0,0.5,Web,16.0,0.0,0
102.0,Male,25.0,DE,Student,251.0,91.0,0.12,Desktop,0.0,1.0,0
103.0,Female,47.0,AU,Family,240.0,61.0,0.56,Mobile,0.0,1.0,0
104.0,Male,33.0,US,Family,160.0,76.0,0.06,Web,0.0,1.0,0
105.0,Male,46.0,CA,Free,114.0,11.0,0.24,Web,19.0,0.0,0
106.0,Other,50.0,AU,Student,251.0,9.0,0.39,Web,0.0,1.0,0
107.0,Male,31.0,FR,Student,181.0,89.0,0.11,Desktop,0.0,1.0,1
108.0,Female,45.0,FR,Premium,215.0,16.0,0.26,Web,0.0,1.0,0
109.0,Male,51.0,FR,Student,119.0,11.0,0.05,Desktop,0.0,1.0,0
110.0,Other,33.0,CA,Premium,224.0,34.0,0.11,Mobile,0.0,1.0,0
111.0,Male,42.0,DE,Premium,31.0,61.0,0.29,Mobile,0.0,1.0,0
112.0,Male,16.0,CA,Family,17.0,10.0,0.27,Desktop,0.0,1.0,0
113.0,Other,31.0,FR,Student,174.0,29.0,0.13,Desktop,0.0,1.0,1
114.0,Male,40.0,AU,Family,31.0,48.0,0.33,Web,0.0,1.0,0
115.0,Male,57.0,FR,Student,84.0,40.0,0.58,Desktop,0.0,1.0,0
116.0,Female,17.0,CA,Free,198.0,31.0,0.07,Web,6.0,0.0,0
117.0,Male,31.0,CA,Student,272.0,40.0,0.12,Desktop,0.0,1.0,1
118.0,Other,45.0,UK,Family,21.0,73.0,0.16,Web,0.0,1.0,0
119.0,Male,59.0,PK,Family,251.0,47.0,0.14,Mobile,0.0,1.0,0
120.0,Other,49.0,PK,Family,95.0,81.0,0.36,Mobile,,1.0,0
121.0,Male,59.0,IN,Student,169.0,20.0,0.18,Desktop,0.0,1.0,1
122.0,Male,47.0,DE,Premium,35.0,20.0,0.32,Desktop,0.0,1.0,1
123.0,Male,21.0,US,Free,32.0,,0.52,Web,14.0,0.0,1
124.0,Female,28.0,DE,Free,55.0,67.0,0.53,Desktop,7.0,0.0,0
125.0,Female,47.0,US,Family,120.0,26.0,0.48,Desktop,0.0,1.0,0
126.0,Female,46.0,IN,Free,11.0,67.0,0.4,Desktop,36.0,0.0,1
127.0,Female,20.0,US,Premium,194.0,52.0,0.2,Mobile,0.0,1.0,0
128.0,Female,34.0,PK,Premium,81.0,85.0,0.29,Web,0.0,1.0,0
129.0,Other,24.0,DE,Free,217.0,52.0,0.45,Web,23.0,0.0,0
130.0,Male,40.0,US,Premium,11.0,11.0,0.42,Web,0.0,1.0,1
131.0,Male,48.0,UK,Free,72.0,35.0,0.53,Desktop,22.0,0.0,0
132.0,Other,47.0,PK,Premium,162.0,94.0,0.29,Desktop,0.0,1.0,0
133.0,Female,33.0,IN,Family,271.0,57.0,0.36,Mobile,0.0,1.0,1
134.0,Male,20.0,US,Premium,218.0,6.0,0.02,Desktop,0.0,1.0,1
135.0,Other,55.0,DE,Family,94.0,24.0,0.3,Web,0.0,1.0,0
136.0,Male,58.0,CA,Student,295.0,72.0,0.43,Desktop,0.0,1.0,0
137.0,Other,41.0,US,Premium,286.0,35.0,0.42,Desktop,0.0,1.0,0
138.0,Other,53.0,US,Student,298.0,37.0,0.5,Mobile,0.0,1.0,0
139.0,Female,50.0,CA,Family,261.0,20.0,0.39,Desktop,0.0,1.0,1
140.0,Other,55.0,US,Free,201.0,82.0,0.5,Desktop,27.0,0.0,1
141.0,Female,56.0,US,Free,40.0,84.0,0.56,Web,49.0,0.0,0
142.0,Other,18.0,AU,Premium,30.0,78.0,0.42,Mobile,0.0,1.0,0
143.0,Male,29.0,CA,Student,109.0,88.0,0.45,Web,0.0,1.0,1
144.0,Female,28.0,UK,Premium,171.0,19.0,0.48,Mobile,0.0,1.0,1
145.0,Male,24.0,PK,Family,223.0,31.0,0.09,Mobile,0.0,1.0,0
146.0,Other,44.0,AU,Family,52.0,17.0,0.2,Desktop,0.0,1.0,0
147.0,Other,18.0,IN,Family,195.0,94.0,0.49,Desktop,0.0,1.0,0
148.0,Other,40.0,PK,Premium,198.0,78.0,0.0,Desktop,0.0,1.0,0
149.0,Other,22.0,DE,Student,285.0,2.0,0.3,Desktop,0.0,1.0,0
150.0,Male,34.0,FR,Premium,278.0,83.0,0.24,Desktop,0.0,1.0,0
151.0,Male,44.0,AU,Premium,251.0,57.0,0.37,Desktop,0.0,1.0,0
152.0,Male,58.0,US,Student,158.0,52.0,0.27,Mobile,0.0,1.0,0
153.0,Female,41.0,PK,Family,14.0,41.0,0.59,Web,0.0,1.0,0
154.0,Female,52.0,UK,Premium,280.0,81.0,0.27,Desktop,0.0,1.0,1
155.0,Male,26.0,IN,Student,257.0,14.0,0.13,Web,0.0,1.0,0
156.0,Other,42.0,CA,Family,21.0,76.0,0.56,Web,0.0,1.0,1
157.0,Other,27.0,PK,Free,237.0,27.0,0.16,Web,40.0,0.0,0
158.0,Other,48.0,DE,Free,224.0,53.0,0.07,Mobile,43.0,0.0,0
159.0,Other,24.0,AU,Family,216.0,76.0,0.28,Mobile,0.0,1.0,0
160.0,Other,34.0,CA,Premium,137.0,97.0,0.32,Web,0.0,1.0,0
161.0,Other,28.0,DE,Free,209.0,84.0,0.53,Web,28.0,0.0,0
162.0,Female,17.0,FR,Free,36.0,30.0,0.19,Mobile,43.0,0.0,1
163.0,Other,50.0,PK,Free,95.0,50.0,0.49,Desktop,31.0,0.0,1
164.0,Female,35.0,AU,Premium,298.0,25.0,0.11,Mobile,0.0,1.0,1
165.0,Male,20.0,DE,Family,224.0,51.0,0.23,Desktop,0.0,1.0,1
166.0,Female,50.0,PK,Free,205.0,43.0,0.48,Desktop,47.0,0.0,0
167.0,Male,23.0,FR,Student,95.0,31.0,0.37,Web,0.0,1.0,0
168.0,Other,20.0,UK,Free,289.0,17.0,0.28,Desktop,35.0,0.0,0
169.0,Male,51.0,CA,Premium,168.0,28.0,0.54,Web,0.0,1.0,0
170.0,Female,18.0,PK,Free,211.0,48.0,0.48,Mobile,23.0,0.0,1
171.0,Male,29.0,DE,Premium,63.0,99.0,0.38,Mobile,0.0,1.0,0
172.0,Male,39.0,DE,Free,124.0,83.0,0.52,Mobile,35.0,0.0,0
173.0,Other,51.0,CA,Family,275.0,56.0,0.05,Web,0.0,1.0,0
174.0,Male,24.0,PK,Student,120.0,38.0,0.11,Mobile,0.0,1.0,0
175.0,Male,20.0,DE,Free,64.0,20.0,0.16,Mobile,20.0,0.0,1
176.0,Female,57.0,UK,Premium,121.0,86.0,0.08,Web,0.0,1.0,1
177.0,Other,16.0,AU,Free,184.0,12.0,0.2,Desktop,15.0,0.0,0
178.0,Male,18.0,PK,Family,219.0,54.0,0.06,Web,0.0,1.0,0
179.0,Male,16.0,DE,Free,184.0,40.0,0.01,Mobile,9.0,0.0,0
180.0,Female,50.0,UK,Family,30.0,37.0,0.25,Desktop,0.0,1.0,1
181.0,Male,23.0,DE,Free,55.0,46.0,0.41,Desktop,7.0,0.0,0
182.0,Female,53.0,AU,Premium,38.0,4.0,0.09,Mobile,0.0,1.0,0
183.0,Male,58.0,CA,Premium,281.0,58.0,0.16,Desktop,0.0,1.0,0
184.0,Female,31.0,DE,Premium,140.0,57.0,0.35,Mobile,0.0,1.0,1
185.0,Female,19.0,US,Student,130.0,17.0,0.35,Desktop,0.0,1.0,0
186.0,Female,36.0,US,Student,238.0,82.0,0.35,Web,0.0,1.0,1
187.0,Other,19.0,PK,Premium,295.0,53.0,0.55,Web,0.0,1.0,1
188.0,Other,26.0,IN,Free,265.0,31.0,0.41,Web,38.0,0.0,0
189.0,Other,16.0,US,Student,179.0,80.0,0.6,Desktop,0.0,1.0,0
190.0,Other,49.0,AU,Free,198.0,4.0,0.1,Desktop,36.0,0.0,0
191.0,Female,55.0,UK,Premium,180.0,17.0,0.08,Web,0.0,1.0,0
192.0,Other,21.0,DE,Student,267.0,89.0,0.52,Web,0.0,1.0,0
193.0,Other,48.0,CA,Free,126.0,22.0,0.58,Mobile,45.0,0.0,0
194.0,Female,38.0,IN,Family,233.0,94.0,0.29,Web,0.0,1.0,1
195.0,Male,59.0,PK,Student,161.0,95.0,0.59,Desktop,0.0,1.0,1
196.0,Female,31.0,CA,Student,100.0,70.0,0.43,Mobile,0.0,1.0,0
197.0,Female,24.0,US,Student,240.0,45.0,0.53,Web,0.0,1.0,1
198.0,Male,55.0,UK,Student,170.0,95.0,0.45,Mobile,0.0,1.0,0
199.0,Male,53.0,UK,Family,150.0,29.0,0.18,Desktop,0.0,1.0,0
200.0,Other,31.0,US,Family,203.0,79.0,0.15,Web,0.0,1.0,0
201.0,Female,49.0,AU,Free,226.0,31.0,0.24,Desktop,32.0,0.0,0
202.0,Other,49.0,UK,Premium,31.0,93.0,0.03,Desktop,0.0,1.0,0
203.0,Female,33.0,DE,Premium,81.0,34.0,0.09,Mobile,0.0,1.0,0
204.0,Other,59.0,PK,Free,62.0,99.0,0.55,Mobile,5.0,0.0,0
205.0,Female,58.0,AU,Free,202.0,22.0,0.45,Mobile,36.0,0.0,0
206.0,Other,49.0,PK,Free,207.0,33.0,0.09,Web,9.0,0.0,1
207.0,Male,42.0,DE,Student,20.0,38.0,0.6,Web,0.0,1.0,0
208.0,Other,24.0,AU,Free,113.0,42.0,0.56,Desktop,32.0,0.0,1
209.0,Male,33.0,IN,Free,168.0,42.0,0.12,Desktop,49.0,0.0,0
210.0,Other,20.0,IN,Student,251.0,79.0,0.37,Web,0.0,1.0,0
211.0,Other,42.0,IN,Free,222.0,95.0,0.04,Desktop,29.0,0.0,0
212.0,Female,16.0,DE,Free,74.0,33.0,0.12,Mobile,13.0,0.0,0
213.0,Male,37.0,CA,Premium,139.0,71.0,0.16,Desktop,0.0,1.0,0
214.0,Female,26.0,FR,Free,160.0,23.0,0.06,Web,45.0,0.0,0
215.0,Other,46.0,US,Premium,37.0,94.0,0.37,Web,0.0,1.0,0
216.0,Male,36.0,US,Family,199.0,4.0,0.12,Desktop,0.0,1.0,0
217.0,Other,32.0,FR,Free,204.0,87.0,0.42,Desktop,14.0,0.0,0
218.0,Other,18.0,IN,Family,181.0,67.0,0.56,Desktop,0.0,1.0,1
219.0,Other,20.0,DE,Premium,269.0,4.0,0.31,Web,0.0,1.0,0
220.0,Female,19.0,IN,Free,245.0,9.0,0.07,Mobile,42.0,0.0,0
221.0,Other,34.0,CA,Student,50.0,54.0,0.59,Web,0.0,1.0,0
222.0,Other,50.0,DE,Student,272.0,46.0,0.12,Web,0.0,1.0,0
223.0,Other,36.0,FR,Family,271.0,26.0,,Web,0.0,1.0,0
224.0,Other,53.0,DE,Student,252.0,68.0,0.04,Web,0.0,1.0,1
225.0,Female,31.0,PK,Student,155.0,2.0,0.36,Desktop,0.0,1.0,1
226.0,Female,40.0,FR,Free,66.0,80.0,0.02,Mobile,48.0,0.0,1
227.0,Female,41.0,CA,Student,51.0,26.0,0.19,Web,0.0,1.0,0
228.0,Male,27.0,UK,Free,174.0,6.0,0.54,Mobile,7.0,0.0,0
229.0,Other,52.0,DE,Student,165.0,20.0,0.01,Desktop,0.0,1.0,1
230.0,Other,49.0,AU,Premium,73.0,39.0,0.11,Mobile,0.0,1.0,0
231.0,Male,51.0,DE,Student,10.0,11.0,0.09,Web,0.0,1.0,0
232.0,Female,19.0,FR,Premium,279.0,26.0,0.03,Web,0.0,1.0,0
233.0,Male,41.0,UK,Free,222.0,4.0,0.06,Mobile,26.0,0.0,1
234.0,Male,49.0,DE,Premium,39.0,6.0,0.54,Web,0.0,1.0,0
235.0,Male,17.0,FR,Premium,40.0,97.0,0.08,Mobile,0.0,1.0,1
236.0,Female,22.0,UK,Premium,254.0,86.0,0.45,Desktop,0.0,1.0,1
237.0,Male,31.0,UK,Family,227.0,23.0,0.55,Mobile,0.0,1.0,1
238.0,Female,19.0,FR,Premium,244.0,5.0,0.34,Web,0.0,1.0,0
239.0,Female,37.0,CA,Free,113.0,85.0,0.23,Mobile,27.0,0.0,1
240.0,Female,43.0,UK,Free,218.0,6.0,0.01,Mobile,15.0,0.0,1
241.0,Male,29.0,UK,Free,144.0,94.0,0.33,Desktop,19.0,0.0,0
242.0,Female,51.0,CA,Premium,143.0,48.0,0.09,Web,0.0,1.0,0
243.0,Male,41.0,CA,Premium,110.0,61.0,0.44,Mobile,0.0,1.0,0
244.0,Other,24.0,FR,Family,283.0,90.0,0.53,Web,0.0,1.0,0
245.0,Other,19.0,PK,Premium,276.0,15.0,0.28,Mobile,0.0,1.0,0
246.0,Male,48.0,IN,Premium,178.0,70.0,0.29,Desktop,0.0,1.0,0
247.0,Other,37.0,US,Premium,114.0,13.0,0.49,Desktop,0.0,1.0,0
248.0,Female,59.0,US,Free,98.0,24.0,0.32,Mobile,8.0,0.0,0
249.0,Female,54.0,IN,Family,49.0,27.0,0.29,Mobile,0.0,1.0,0
250.0,Female,36.0,AU,Premium,28.0,39.0,0.27,Web,0.0,1.0,0
251.0,Other,58.0,FR,Premium,259.0,67.0,0.17,Mobile,0.0,1.0,0
252.0,Other,20.0,CA,Free,279.0,84.0,0.43,Desktop,24.0,0.0,0
253.0,Other,18.0,AU,Premium,139.0,58.0,0.09,Web,0.0,1.0,1
254.0,Female,35.0,DE,Free,53.0,97.0,0.45,Desktop,29.0,0.0,0
255.0,Male,57.0,UK,Family,255.0,82.0,0.19,Mobile,0.0,1.0,0
256.0,Other,55.0,CA,Premium,259.0,20.0,0.01,Mobile,0.0,1.0,0
257.0,Other,53.0,PK,Free,112.0,33.0,0.34,Mobile,30.0,0.0,0
258.0,Other,22.0,US,Premium,260.0,75.0,0.36,Web,0.0,1.0,0
259.0,Other,51.0,IN,Premium,91.0,3.0,0.49,Desktop,0.0,1.0,0
260.0,Female,43.0,PK,Free,92.0,18.0,0.19,Mobile,25.0,0.0,0
261.0,Other,37.0,AU,Free,140.0,14.0,0.02,Mobile,31.0,0.0,0
262.0,Male,29.0,US,Premium,259.0,28.0,0.19,Desktop,0.0,1.0,1
263.0,Male,17.0,UK,Student,119.0,73.0,0.22,Desktop,0.0,1.0,0
264.0,Male,36.0,IN,Student,99.0,92.0,0.54,Web,0.0,1.0,1
265.0,Male,53.0,AU,Free,265.0,49.0,0.2,Desktop,41.0,0.0,1
266.0,Female,54.0,IN,Premium,299.0,93.0,0.27,Mobile,0.0,1.0,1
267.0,Female,59.0,AU,Free,255.0,75.0,0.56,Web,38.0,0.0,0
268.0,Other,42.0,DE,Family,157.0,96.0,0.48,Web,0.0,1.0,1
269.0,Other,36.0,AU,Family,176.0,15.0,0.11,Mobile,0.0,1.0,0
270.0,Female,22.0,AU,Student,146.0,45.0,0.44,Mobile,0.0,1.0,0
271.0,Male,19.0,DE,Family,211.0,64.0,0.15,Mobile,0.0,1.0,0
272.0,Male,47.0,IN,Premium,191.0,42.0,0.52,Mobile,0.0,1.0,1
273.0,Male,29.0,CA,Premium,218.0,72.0,0.29,Mobile,0.0,1.0,0
274.0,Other,32.0,CA,Family,128.0,94.0,0.48,Web,0.0,1.0,0
275.0,Other,47.0,US,Free,30.0,10.0,0.38,Web,37.0,0.0,0
276.0,Male,30.0,DE,Family,176.0,17.0,0.35,Mobile,0.0,1.0,0
277.0,Male,23.0,UK,Premium,50.0,45.0,0.08,Mobile,0.0,1.0,0
278.0,Other,37.0,FR,Free,267.0,72.0,0.12,Desktop,38.0,0.0,0
279.0,Other,17.0,PK,Student,20.0,84.0,0.45,Web,0.0,1.0,0
280.0,Female,45.0,US,Family,134.0,92.0,0.31,Mobile,0.0,1.0,0
281.0,Female,42.0,AU,Student,282.0,57.0,0.31,Mobile,0.0,1.0,0
282.0,Male,42.0,US,Premium,52.0,55.0,0.05,Web,0.0,1.0,1
283.0,Other,31.0,AU,Premium,97.0,37.0,0.59,Web,0.0,1.0,0
284.0,Female,53.0,IN,Free,58.0,63.0,0.45,Mobile,45.0,0.0,0
285.0,Other,47.0,AU,Premium,126.0,71.0,0.29,Desktop,0.0,1.0,1
286.0,Female,40.0,FR,Premium,172.0,48.0,0.54,Web,0.0,1.0,0
287.0,Female,35.0,PK,Free,258.0,36.0,0.2,Desktop,24.0,0.0,1
288.0,Female,33.0,IN,Free,291.0,31.0,0.29,Desktop,39.0,0.0,0
289.0,Other,44.0,DE,Free,27.0,96.0,0.04,Desktop,27.0,0.0,1
290.0,Other,41.0,UK,Family,262.0,32.0,0.47,Desktop,0.0,1.0,0
291.0,Male,32.0,DE,Premium,52.0,52.0,0.47,Desktop,0.0,1.0,1
292.0,Other,20.0,CA,Student,108.0,26.0,0.17,Web,0.0,1.0,0
293.0,Male,51.0,US,Premium,235.0,5.0,0.28,Desktop,0.0,1.0,0
294.0,Female,25.0,US,Student,213.0,36.0,0.28,Web,0.0,1.0,0
295.0,Other,32.0,PK,Premium,169.0,6.0,0.13,Web,0.0,1.0,1
296.0,Female,34.0,DE,Student,158.0,84.0,0.1,Mobile,0.0,1.0,1
297.0,Male,34.0,DE,Premium,293.0,30.0,0.16,Desktop,0.0,1.0,0
298.0,Male,45.0,DE,Premium,99.0,84.0,0.58,Web,0.0,1.0,1
299.0,Female,45.0,US,Student,194.0,40.0,0.59,Desktop,0.0,1.0,0
300.0,Other,50.0,US,Premium,126.0,86.0,0.52,Mobile,0.0,1.0,0
301.0,Female,45.0,UK,Family,102.0,18.0,0.08,Mobile,0.0,1.0,0
302.0,Female,55.0,PK,Free,210.0,32.0,0.15,,29.0,0.0,1
303.0,Female,32.0,US,Free,134.0,71.0,0.43,Mobile,14.0,0.0,0
304.0,Male,48.0,UK,Premium,62.0,25.0,0.53,Web,0.0,1.0,0
305.0,Other,36.0,US,Premium,183.0,29.0,0.53,Web,0.0,1.0,0
306.0,Other,39.0,DE,Premium,279.0,97.0,0.36,Mobile,0.0,1.0,0
307.0,Other,59.0,CA,Premium,159.0,48.0,0.21,Mobile,0.0,1.0,1
308.0,Male,23.0,US,Premium,187.0,22.0,0.14,Desktop,0.0,1.0,1
309.0,Other,41.0,UK,Family,57.0,3.0,0.41,Mobile,0.0,1.0,0
310.0,Female,31.0,FR,Family,133.0,88.0,0.07,Desktop,0.0,1.0,0
311.0,Male,48.0,IN,Student,168.0,78.0,0.41,Desktop,0.0,1.0,0
312.0,Female,21.0,AU,Family,251.0,47.0,0.55,Mobile,0.0,1.0,0
313.0,Other,18.0,AU,Family,71.0,18.0,0.0,Web,0.0,1.0,0
314.0,Female,25.0,FR,Student,178.0,84.0,0.32,Desktop,0.0,1.0,0
315.0,Male,56.0,IN,Student,206.0,64.0,0.1,Mobile,0.0,1.0,1
316.0,Male,34.0,FR,Free,36.0,12.0,0.22,Mobile,44.0,0.0,0
317.0,Other,25.0,CA,Family,122.0,69.0,0.09,Web,0.0,1.0,0
318.0,Male,24.0,PK,Premium,158.0,51.0,0.26,Web,0.0,1.0,0
319.0,Other,41.0,FR,Student,223.0,79.0,0.05,Mobile,0.0,1.0,0
